10.66	5.379	
10.73	4.624	
10.79	5.876	
10.85	4.448	
10.91	4.98	
10.98	5.263	
11.04	4.158	
11.11	5.849	
11.17	4.823	
11.23	5.073	
11.3	5.713	
11.36	4.404	
11.42	6.013	
11.49	4.462	
11.55	5.276	
11.61	5.921	
11.68	4.185	
11.74	6.108	
11.8	4.498	
11.87	5.012	
11.93	5.973	
11.99	4.315	
12.06	5.928	
12.12	4.781	
12.18	4.865	
12.25	5.51	
12.31	4.422	
12.37	5.453	
12.44	5.161	
12.5	4.707	
12.56	5.971	
12.63	3.973	
12.69	5.658	
12.75	4.756	
12.82	4.621	
12.88	5.868	
12.94	4.389	
13.01	5.695	
13.07	5.292	
13.13	4.438	
13.2	6.253	
13.26	4.32	
13.32	5.355	
13.39	5.568	
13.45	4.15	
13.51	6.197	
13.58	4.216	
13.64	5.626	
13.7	5.532	
13.77	4.596	
13.83	6.062	
13.89	4.482	
13.96	5.336	
14.02	5.507	
14.08	4.456	
14.15	5.928	
14.21	4.894	
14.27	4.518	
14.34	5.655	
14.4	4.169	
14.47	5.806	
14.53	4.714	
14.59	5.077	
14.65	5.679	
14.72	4.326	
14.78	5.925	
14.85	4.969	
14.91	4.838	
14.97	6.145	
15.04	4.117	
15.1	6.281	
15.16	4.583	
15.23	4.643	
15.29	5.756	
15.35	4.313	
15.42	5.545	
15.48	5.237	
15.54	4.303	
15.61	5.905	
15.67	4.061	
15.73	5.606	
15.8	5.164	
15.86	4.833	
15.92	6.029	
15.99	4.459	
16.05	5.549	
16.11	5.268	
16.18	4.498	
16.24	6.105	
16.3	4.711	
16.37	5.046	
16.43	5.665	
16.49	4.115	
16.56	6.223	
16.62	4.207	
16.68	5.474	
16.75	5.407	
16.81	4.186	
16.87	6.097	
16.94	4.318	
17.0	5.068	
17.06	5.952	
17.13	4.34	
17.19	6.215	
17.25	4.707	
17.32	4.751	
17.38	5.62	
17.44	4.271	
17.51	5.766	
17.57	4.939	
17.63	5.145	
17.7	5.935	
17.76	4.317	
17.82	6.004	
17.89	4.968	
17.95	4.979	
18.01	6.114	
18.08	4.098	
18.14	5.844	
18.2	4.967	
18.27	4.688	
18.33	5.832	
18.39	4.368	
18.46	5.7	
18.52	5.283	
18.59	4.295	
18.65	5.965	
18.71	4.024	
18.78	5.472	
18.84	5.41	
18.9	4.379	
18.97	5.969	
19.03	4.2	
19.09	5.362	
19.16	5.069	
19.22	4.644	
19.28	5.836	
19.35	4.833	
19.41	5.346	
19.47	5.891	
19.54	4.139	
19.6	6.532	
19.66	4.292	
19.73	5.532	
19.79	5.571	
19.85	4.232	
19.92	6.018	
19.98	4.634	
20.04	5.194	
20.11	5.737	
20.17	4.35	
20.23	6.148	
20.3	4.775	
20.36	4.675	
20.42	5.681	
20.49	4.108	
20.55	6.008	
20.61	4.981	
20.68	5.049	
20.74	5.901	
20.8	4.203	
20.87	5.756	
20.93	4.691	
20.99	4.793	
21.06	5.871	
21.12	4.351	
